#!,Workbook:,Custom,Custom,,,,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,,,,
.,,,,,,,,,,,
Do A,,,,,,,,,,,
A,48,34,48,55,12,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,46,34,49,56,13,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,45,34,47,56,12,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,46,34,47,56,12,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,46,35,47,54,12,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,45,34,46,54,11,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,45,34,46,55,10,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,46,33,48,54,12,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,46,34,46,52,13,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
A,47,34,48,54,13,-2.199004,7.936993,5.041678,-0.009774,-0.002443,0.014661
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,40,34,50,55,19,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,41,34,48,56,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,40,35,48,54,15,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,39,34,48,57,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,40,35,49,54,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,41,34,50,54,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,40,35,48,55,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,41,35,47,53,19,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,41,34,48,54,18,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
A,41,35,48,55,20,-2.188236,7.942975,5.260621,-0.084299,0.045204,0.032987
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,40,35,51,60,19,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,39,35,52,54,22,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,39,35,52,57,22,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,38,35,52,58,23,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,41,36,52,59,22,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,41,36,52,59,23,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,40,35,51,58,20,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,41,37,53,56,22,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,46,35,52,61,22,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
A,40,37,54,59,24,-1.928615,7.551749,5.34078,-0.006109,-0.018326,0.006109
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,51,34,49,53,12,-0.932004,7.44766,5.842077,0.376293,-0.029322,-0.410501
A,51,34,44,53,13,-0.932004,7.44766,5.842077,0.376293,-0.029322,-0.410501
