,1,2,3,4,5,6,7,8,9,10,11
822,51,7,11,12,7,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
823,50,8,12,10,8,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
824,50,7,12,10,8,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
825,51,7,11,10,6,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
826,47,8,11,6,6,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
827,49,6,12,10,6,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
828,48,9,11,8,6,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
829,48,8,11,10,6,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
830,48,8,10,7,5,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
831,48,8,11,7,5,-1.351945,6.558727,3.772285,0.287107,0.643852,2.053729
835,43,7,11,8,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
836,45,8,9,7,6,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
837,45,7,11,10,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
838,44,7,10,9,3,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
839,43,7,10,5,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
840,43,7,11,5,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
841,43,7,10,6,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
842,44,8,9,7,4,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
843,43,7,9,5,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
844,43,7,11,6,5,-2.603391,7.923832,4.707879,0.045204,0.09163,-0.008552
848,41,7,10,6,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
849,41,7,9,7,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
850,42,8,10,7,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
851,41,7,10,5,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
852,39,7,10,8,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
853,41,7,9,6,3,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
854,39,6,10,7,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
855,42,7,9,5,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
856,41,7,10,6,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
857,42,8,10,7,5,-2.401197,8.702696,4.21735,-0.150273,-0.108734,0.067195
861,41,7,11,6,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
862,42,7,10,9,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
863,41,7,11,7,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
864,42,8,10,9,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
865,41,7,11,6,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
866,41,8,10,7,4,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
867,41,7,11,7,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
868,41,7,10,6,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
869,41,7,11,7,6,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
870,41,7,11,7,5,-1.0337,8.134401,5.040481,-0.023213,0.021991,0.012217
874,41,6,10,7,3,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
875,40,7,9,7,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
876,39,7,11,6,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
877,42,7,10,5,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
878,41,8,10,7,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
879,40,6,10,7,3,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
880,40,7,8,7,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
881,40,7,9,7,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
882,40,6,9,9,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
883,40,7,9,7,5,-1.255036,8.257631,4.765306,-0.014661,-0.00733,0.041539
887,59,6,6,5,5,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
888,55,6,7,2,5,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
889,57,6,8,5,6,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
890,58,7,7,5,4,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
891,59,6,7,5,5,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
892,58,6,7,4,4,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
893,58,5,6,5,5,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
894,59,6,7,6,3,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
895,58,6,8,4,3,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
896,56,6,6,3,5,-3.501896,8.565108,4.102495,-0.636522,-0.004887,0.265115
900,55,5,8,4,4,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
901,55,6,7,5,5,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
902,52,5,7,4,3,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
903,55,5,8,2,4,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
904,55,5,8,5,4,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
905,55,6,6,5,4,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
906,52,4,7,5,3,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
907,55,5,7,4,5,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
908,55,6,6,3,4,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
909,55,4,7,4,3,-1.735993,8.71107,3.699304,0.0562,-0.045204,0.020769
913,55,6,6,3,4,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
914,54,5,8,5,5,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
915,55,6,6,6,2,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
916,55,6,8,5,5,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
917,55,6,6,5,5,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
918,53,6,5,5,4,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
919,55,5,8,5,5,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
920,54,5,6,5,4,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
921,54,6,6,2,4,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
922,54,5,7,2,4,-1.829313,8.447861,4.067799,-0.03543,-0.017104,-0.021991
926,54,5,7,4,4,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
927,53,6,7,5,5,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
928,54,6,7,4,2,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
929,54,6,6,6,4,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
930,54,5,8,3,4,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
931,53,4,7,5,5,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
932,53,6,6,4,5,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
933,52,6,6,5,4,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
934,54,6,5,5,5,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
935,54,5,8,2,4,-1.820938,8.486146,4.09053,-0.004887,-0.012217,0.012217
939,53,5,8,5,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
940,53,6,8,3,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
941,53,6,8,5,5,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
942,52,5,6,3,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
943,54,6,7,3,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
944,54,6,6,4,5,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
945,53,6,7,6,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
946,53,5,5,4,5,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
947,52,6,7,2,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
948,53,6,7,4,4,-2.009971,8.437093,4.037888,-0.009774,0.023213,0.015882
952,52,5,6,6,4,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
953,53,4,7,4,2,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
954,54,6,6,4,5,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
955,53,5,6,3,4,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
956,53,5,7,6,4,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
957,54,4,6,5,5,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
958,54,6,5,4,5,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
959,53,6,7,2,4,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
960,54,4,7,4,3,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
961,53,6,8,5,4,-1.842474,8.325827,4.17069,0.0281,-0.001222,0.031765
965,47,5,6,5,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
966,34,8,9,6,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
967,27,8,10,6,3,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
968,31,7,8,5,4,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
969,34,7,9,6,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
970,34,7,9,5,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
971,34,7,10,6,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
972,34,7,10,6,6,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
973,31,7,8,6,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
974,34,7,9,4,5,-0.898505,8.471789,4.266403,0.017104,-0.026878,-0.023213
978,51,6,11,11,7,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
979,51,8,10,11,7,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
980,49,7,11,11,10,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
981,49,8,11,12,9,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
982,49,8,11,11,7,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
983,49,8,11,12,10,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
984,49,7,12,9,9,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
985,47,8,11,11,9,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
986,49,7,11,11,9,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
987,46,8,11,10,9,-3.505485,7.80778,4.32742,-0.03543,-0.123395,0.15516
991,46,7,10,10,7,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
992,20,9,12,9,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
993,17,10,11,6,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
994,25,8,10,8,6,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
995,25,9,9,6,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
996,26,9,11,6,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
997,39,8,9,3,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
998,41,8,10,6,6,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
999,41,8,9,6,6,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
1000,40,7,11,6,5,-10.130014,-0.090927,-0.660419,-0.796568,-0.150273,0.509462
1004,17,7,9,4,5,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1005,23,7,7,3,5,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1006,26,6,8,6,5,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1007,41,5,9,6,5,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1008,43,4,9,6,7,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1009,45,4,8,6,6,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1010,49,4,9,5,7,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1011,46,6,8,6,7,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1012,42,7,9,6,7,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1013,47,6,9,4,6,-0.208176,8.359326,7.63789,0.078191,0.514349,1.012815
1017,1,2,3,1,3,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1018,0,2,3,1,3,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1019,0,0,2,0,2,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1020,1,2,3,1,2,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1021,23,1,3,0,3,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1022,69,4,6,4,3,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1023,76,8,9,4,2,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1024,76,9,12,3,4,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1025,73,10,11,2,4,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1026,74,10,10,4,5,-9.291331,2.852245,4.025924,0.036652,-0.477697,-0.191812
1030,66,8,7,4,5,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1031,74,7,11,5,4,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1032,73,7,12,5,4,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1033,71,6,11,6,5,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1034,71,7,11,7,2,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1035,68,7,10,6,4,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1036,65,7,11,7,4,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1037,66,8,10,6,4,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1038,67,7,11,4,5,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1039,67,7,11,6,5,-6.629315,4.977071,3.205186,0.123395,0.010996,-0.228464
1043,63,7,11,6,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1044,63,8,11,6,2,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1045,62,7,11,6,5,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1046,62,8,11,7,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1047,63,9,9,6,5,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1048,62,8,10,6,5,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1049,62,7,11,7,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1050,62,7,11,6,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1051,62,7,11,6,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1052,63,8,10,5,4,0.226122,9.682557,2.435893,0.068417,0.059865,-0.059865
1056,62,7,11,5,5,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1057,69,8,9,6,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1058,59,8,11,5,3,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1059,62,7,11,5,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1060,62,6,10,7,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1061,62,7,11,6,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1062,62,8,10,6,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1063,61,7,10,3,4,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1064,61,7,11,6,5,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1065,97,7,10,4,5,-0.652044,8.96471,3.404987,-0.020769,-0.036652,-0.001222
1069,40,6,7,4,5,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1070,45,6,7,2,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1071,60,6,8,3,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1072,74,7,7,2,3,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1073,88,5,11,3,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1074,89,9,11,3,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1075,85,9,11,3,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1076,84,9,11,3,5,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1077,82,9,12,4,4,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1078,81,9,9,3,5,0.143569,8.909675,3.805784,0.037874,0.025656,-0.097738
1082,68,2,3,3,2,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1083,67,2,4,3,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1084,66,1,2,1,4,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1085,66,2,5,2,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1086,67,2,4,3,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1087,66,3,4,1,4,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1088,66,2,4,2,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1089,66,2,3,3,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1090,67,3,5,0,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1091,69,3,5,1,3,-0.687937,8.612965,3.802195,-0.026878,-0.010996,0.008552
1095,69,10,12,9,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1096,67,10,15,7,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1097,69,11,15,9,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1098,70,10,15,9,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1099,69,10,15,8,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1100,69,9,14,10,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1101,69,10,14,9,4,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1102,69,11,15,10,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1103,69,10,14,6,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
1104,66,10,15,9,5,-0.891326,5.796613,3.826123,-0.182038,-0.605978,-1.577254
