,1,2,3,4,5,6,7,8,9,10,11
413,49,7,6,7,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
414,49,8,7,5,3,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
415,50,6,8,5,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
419,52,9,15,15,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
420,52,9,15,14,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
421,52,10,15,16,7,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
422,49,9,14,14,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
423,51,9,16,11,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
424,52,9,16,14,7,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
425,52,8,15,15,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
426,52,9,16,14,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
427,52,10,15,13,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
428,52,9,15,14,8,-11.230713,1.779064,6.495317,4.047593,-4.131893,1.611462
432,51,6,8,8,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
433,49,6,8,7,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
434,49,5,9,7,3,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
435,49,4,9,7,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
436,48,6,8,6,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
437,49,5,9,7,4,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
438,48,6,9,9,3,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
439,46,6,8,10,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
440,48,6,9,8,6,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
441,47,6,8,9,5,0.801596,9.342776,0.641276,0.504575,-0.196699,-1.210735
445,1607,1,2,3,3,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
446,1249,1,2,3,2,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
447,3,1,3,3,3,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
448,5,1,3,3,3,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
449,8,2,3,3,1,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
450,54,6,9,6,4,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
451,59,8,11,9,6,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
452,56,8,12,12,5,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
453,55,10,12,11,6,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
454,55,10,12,12,5,-2.684747,8.705089,-0.64008,0.061087,-0.273668,-0.516792
458,5,0,1,1,1,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
459,7,1,2,2,3,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
460,17,1,3,3,3,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
461,49,5,5,7,5,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
462,53,6,7,7,6,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
463,52,6,7,7,6,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
464,51,6,8,7,5,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
465,50,8,8,7,5,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
466,49,6,8,8,5,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
467,49,7,8,6,4,0.074178,8.969496,1.581656,0.195477,0.447153,0.67073
471,50,7,9,8,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
472,51,7,8,8,7,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
473,51,8,9,7,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
474,49,7,6,8,7,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
475,49,7,9,7,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
476,47,7,7,7,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
477,46,7,8,7,4,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
478,48,6,8,10,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
479,48,7,9,7,6,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
480,48,7,8,6,5,-6.172286,7.208378,-1.31007,0.199142,0.031765,-0.551
484,43,10,13,10,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
485,43,8,12,10,5,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
486,42,8,14,10,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
487,43,8,14,9,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
488,44,10,12,11,5,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
489,42,9,14,10,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
490,43,9,12,7,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
491,42,8,14,11,5,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
492,42,9,12,11,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
493,42,8,12,10,7,-5.992825,7.865208,-1.916651,-0.129503,-0.149051,-0.003665
497,42,9,10,10,7,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
498,42,8,11,9,6,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
499,42,8,12,9,6,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
500,40,7,12,11,6,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
501,42,8,14,10,7,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
502,42,8,13,10,6,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
503,43,8,12,10,7,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
504,41,9,12,11,6,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
505,40,8,13,10,7,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
506,41,8,14,10,7,-7.343573,6.666404,-0.314656,0.042761,-0.018326,-0.065973
510,34,1,0,0,4,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
511,34,0,1,1,3,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
512,35,1,2,0,3,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
513,36,1,2,0,3,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
514,36,1,1,2,4,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
515,34,0,2,1,4,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
516,36,0,1,2,5,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
517,36,0,2,1,5,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
518,36,1,1,1,5,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
519,36,0,0,1,5,-7.354341,6.171089,0.15673,-0.064752,-0.067195,0.010996
523,37,1,1,1,4,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
524,37,1,3,1,3,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
525,36,1,0,1,5,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
526,37,1,2,0,5,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
527,36,1,3,1,5,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
528,36,1,2,1,5,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
529,37,1,0,1,3,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
530,37,1,3,1,5,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
531,37,2,2,2,4,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
532,37,1,0,1,4,-0.318245,9.299706,0.54676,-0.108734,0.036652,0.15516
536,51,6,4,5,4,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
537,50,5,6,5,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
538,51,5,5,3,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
539,48,5,7,4,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
540,48,5,6,5,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
541,48,6,7,5,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
542,47,4,5,6,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
543,47,5,5,4,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
544,48,5,6,6,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
545,48,3,6,4,5,-1.666601,9.206386,1.587638,-0.806342,1.901013,0.443488
549,46,6,6,5,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
550,47,4,5,2,5,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
551,46,6,6,4,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
552,46,6,6,2,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
553,46,5,7,4,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
554,46,6,5,4,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
555,46,6,6,4,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
556,46,5,5,5,4,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
557,43,6,5,5,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
558,45,5,5,4,6,-1.301696,9.104691,3.166901,-0.431271,-0.210138,0.321315
562,46,5,6,4,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
563,46,6,4,5,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
564,43,6,5,5,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
565,44,4,6,5,4,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
566,46,5,4,4,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
567,43,6,6,5,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
568,46,5,6,4,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
569,44,6,6,2,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
570,46,4,5,2,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
571,46,6,6,5,5,1.068395,8.478967,4.472186,-0.112399,0.204029,-0.014661
575,46,4,6,2,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
576,46,5,7,4,3,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
577,44,5,7,5,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
578,45,5,6,3,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
579,46,5,5,4,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
580,46,4,5,6,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
581,43,5,6,5,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
582,46,6,4,4,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
583,44,5,5,4,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
584,46,6,6,4,5,-4.06062,7.573284,4.402793,-0.023213,0.0281,0.010996
588,46,5,7,5,6,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
589,46,6,6,5,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
590,44,5,6,5,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
591,43,5,7,4,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
592,46,5,4,4,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
593,46,5,6,5,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
594,46,6,6,3,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
595,46,5,4,4,3,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
596,46,5,4,4,4,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
597,46,4,5,4,5,-4.65404,7.42134,4.041477,-0.002443,0.017104,-0.012217
601,46,5,6,4,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
602,46,5,7,5,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
603,46,5,6,4,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
604,45,5,5,4,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
605,46,5,5,4,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
606,46,5,5,4,4,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
607,46,5,5,5,6,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
608,45,4,6,5,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
609,43,5,4,4,4,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
610,46,6,6,4,5,-4.676772,7.436893,3.986442,-0.001222,0.013439,-0.001222
614,46,6,4,4,4,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
615,46,5,7,4,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
616,46,6,6,4,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
617,46,5,6,4,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
618,46,6,6,5,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
619,46,5,6,5,6,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
620,46,5,5,4,3,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
621,45,5,5,3,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
622,46,4,6,6,5,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
623,46,6,6,4,4,-4.545166,7.533802,3.913461,0.017104,-0.003665,-0.003665
627,42,5,6,5,5,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
628,45,5,6,5,5,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
629,46,6,4,4,4,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
630,46,6,6,5,5,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
631,43,6,5,4,5,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
632,46,5,5,4,6,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
633,42,5,4,4,6,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
634,46,6,6,4,4,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
635,46,6,6,4,4,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
636,46,5,4,5,4,-4.636094,7.44766,3.974478,-0.002443,0.00733,0.001222
640,42,5,6,3,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
641,44,6,7,5,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
642,45,5,5,2,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
643,46,6,5,4,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
644,46,4,6,6,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
645,45,5,5,1,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
646,46,5,6,4,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
647,45,5,6,6,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
648,45,5,5,5,4,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
649,43,5,7,5,5,-4.478168,7.533802,4.031906,-0.008552,0.008552,0.002443
653,45,6,5,4,4,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
654,45,7,6,5,4,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
655,46,4,6,5,5,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
656,45,5,7,4,4,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
657,45,4,5,2,5,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
658,46,5,6,6,5,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
659,46,6,5,4,4,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
660,46,6,6,4,3,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
661,44,5,5,6,5,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
662,45,5,6,6,5,-4.572684,7.477571,3.981657,-0.019548,-0.017104,0.003665
666,46,5,5,4,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
667,45,6,5,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
668,46,4,4,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
669,45,5,7,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
670,45,6,6,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
671,41,6,4,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
672,44,5,5,5,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
673,44,6,6,6,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
674,43,6,7,5,6,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
675,43,5,6,7,5,-4.505685,7.543374,3.982853,0.001222,-0.012217,0.009774
679,46,4,7,2,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
680,47,4,3,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
681,48,4,6,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
682,48,4,6,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
683,47,3,6,5,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
684,48,4,7,3,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
685,47,4,6,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
686,48,4,5,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
687,47,4,6,4,6,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
688,47,5,5,4,5,5.594419,7.24786,2.428715,-0.647517,1.980425,-0.475253
692,47,5,8,3,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
693,45,5,8,3,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
694,48,6,7,6,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
695,47,6,7,3,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
696,47,5,7,6,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
697,47,7,7,5,3,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
698,46,5,8,5,6,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
699,45,6,7,6,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
700,47,4,7,5,5,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
701,47,6,7,6,3,-9.367901,2.329413,1.411765,-0.021991,-0.00733,0.034208
705,49,8,8,5,4,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
706,48,7,9,6,4,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
707,49,7,8,6,3,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
708,48,6,8,6,3,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
709,49,7,9,5,3,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
710,49,7,7,5,1,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
711,49,5,8,6,3,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
712,48,6,8,6,4,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
713,49,7,8,5,4,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
714,49,7,7,5,5,-5.977271,6.192625,4.362116,-0.075747,-0.048869,-0.020769
718,68,8,10,6,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
719,69,8,12,6,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
720,68,8,11,6,4,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
721,68,9,11,5,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
722,69,9,11,3,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
723,72,10,12,4,2,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
724,75,11,15,5,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
725,77,11,13,5,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
726,76,9,14,4,2,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
727,76,11,13,6,3,-4.505685,7.295716,4.521238,-0.003665,0.029322,-0.040317
731,67,8,10,4,4,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
732,67,7,8,4,2,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
733,66,8,10,4,3,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
734,67,7,8,2,3,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
735,66,7,8,4,2,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
736,66,7,10,4,3,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
737,67,7,10,3,3,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
738,65,6,9,3,2,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
739,68,7,10,4,2,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
740,66,7,10,4,3,-5.726025,5.748757,5.613562,-0.478918,-0.575435,0.477697
744,74,9,9,6,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
745,66,10,10,7,6,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
746,93,7,9,9,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
747,65,8,9,7,6,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
748,65,8,10,7,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
749,64,8,9,7,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
750,65,8,9,7,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
751,65,9,10,9,5,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
752,67,10,12,11,6,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
753,68,10,13,9,6,-6.171089,6.771688,4.016353,0.21869,-0.173486,0.327424
757,69,10,15,13,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
758,69,9,15,14,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
759,69,10,15,13,7,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
760,68,11,13,13,6,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
761,69,10,15,12,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
762,69,11,15,12,9,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
763,68,11,14,12,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
764,66,10,15,11,7,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
765,68,10,15,12,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
766,69,10,15,9,8,-5.661418,4.652844,7.438089,0.547335,0.307876,-0.241903
770,67,10,13,14,7,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
771,67,11,16,13,8,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
772,153,10,16,15,8,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
773,172,11,14,12,6,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
774,178,10,15,14,8,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
775,131,10,15,15,8,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
776,67,10,15,12,7,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
777,67,10,16,11,7,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
778,66,11,13,13,8,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
779,67,11,14,13,6,4.281956,8.289934,1.85683,0.112399,-0.094073,0.023213
783,68,10,16,12,7,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
784,67,10,16,10,7,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
785,68,9,15,13,8,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
786,69,10,16,13,7,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
787,65,9,16,15,8,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
788,68,11,15,12,7,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
789,67,11,15,12,5,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
790,67,10,14,13,9,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
791,67,11,15,12,9,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
792,66,11,15,14,7,0.679562,9.366704,1.082752,0.234572,-0.139277,-0.531453
796,64,10,15,12,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
797,65,11,15,11,5,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
798,66,10,15,11,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
799,66,10,16,11,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
800,66,10,16,12,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
801,66,10,15,12,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
802,64,11,16,11,8,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
803,66,10,15,13,6,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
804,66,11,15,12,8,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
805,66,11,15,13,7,-0.405583,6.819545,7.653443,-0.417832,0.967611,-0.124617
809,66,10,15,13,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
810,66,10,16,12,8,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
811,66,9,15,13,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
812,64,10,15,11,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
813,66,10,15,11,5,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
814,66,11,15,11,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
815,66,9,15,12,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
816,66,10,16,12,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
817,66,10,16,12,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
818,63,10,15,14,7,-2.677569,5.672186,7.395019,-0.0281,0.050091,-0.043982
