label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
B,41,0,0,1,4,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,67,2,5,4,8,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,71,2,8,4,7,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,67,2,6,1,6,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,65,2,4,4,6,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,64,3,5,5,6,-1.654637,7.515856,0.642473,-0.777021,-0.425162,-1.258382
B,69,4,6,6,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,67,4,7,6,6,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,64,4,7,6,6,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,66,3,6,5,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,64,3,6,4,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,61,3,5,5,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,61,4,4,5,3,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,62,4,6,5,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,61,4,6,6,5,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,62,4,3,4,4,-1.59362,9.680164,1.476372,-0.059865,-0.129503,0.087965
B,61,4,6,4,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,59,5,6,6,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,58,4,5,4,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,55,4,5,4,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,57,4,6,4,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,57,4,6,5,4,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,57,4,6,2,4,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,56,5,5,5,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,55,4,5,5,4,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,56,3,5,6,5,-0.400798,9.662218,0.899701,-0.025656,0.075747,0.086743
B,52,4,4,2,4,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,52,3,4,1,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
