Label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
B,89,-1,-3,0,0,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,-1,-3,0,0,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,-1,-3,0,0,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,0,-2,0,0,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,-1,-2,0,-3,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,-1,-2,0,-1,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,89,0,-4,0,-1,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,88,0,-1,0,-1,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,87,-1,-1,-1,0,-2.65364,8.937192,2.118845,-0.327424,0.492357,0.16249
B,97,0,-2,0,-2,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,98,0,0,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,92,-1,-1,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,92,-1,-1,0,-3,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,94,-1,-1,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,94,-1,-1,-1,-3,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,96,0,-1,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,94,-1,-1,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,96,-1,0,-1,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,94,-1,-1,0,0,-3.68375,8.519646,2.656033,-0.07086,0.182038,-0.031765
B,93,0,0,0,0,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,93,0,0,0,0,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,90,-1,-1,0,1,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,93,-1,0,0,-2,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,90,-1,0,0,0,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,92,0,0,0,1,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,91,0,0,2,-1,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,92,-2,0,0,-1,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,92,-1,-2,-2,0,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,89,0,0,-1,0,-3.365505,8.836694,2.01356,0.078191,-0.023213,-0.067195
B,96,-1,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,93,0,0,0,1,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,93,0,0,-1,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,94,-1,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,93,-1,1,-2,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,95,0,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,89,-1,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,92,-1,0,0,-3,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,94,-1,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,93,-1,0,0,0,-3.625126,8.563912,2.146362,-0.195477,0.129503,0.085521
B,92,-1,-1,-1,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,92,0,0,-1,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,92,0,-2,0,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,90,-1,-1,0,1,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,89,-1,0,0,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,92,-1,-1,-1,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,91,-1,-1,0,-3,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,92,-1,-1,0,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,89,-1,-1,-1,0,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,89,-1,-2,0,-1,-4.146762,8.694322,2.541178,-0.130725,0.149051,0.136834
B,97,-1,-2,-1,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,97,0,-2,0,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,95,-1,0,0,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,101,-2,0,0,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,97,0,0,-1,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,93,-1,0,-1,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,96,0,-2,-2,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,96,-1,0,-1,0,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
